FID,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L3KEY,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
1238,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,123618.1973,396348354.9
1239,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,32732.51486,57896624.72
1240,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,65288.02831,158464513.5
1241,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,46288.23422,95878671.67
1242,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,225525.3506,982899744.3
1243,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,149778.9188,624669841.6
1244,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,13279.59834,6638320.293
1245,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,56863.1615,109037813.5
1246,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,23947.9658,16594230.58
1247,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,187799.0718,904413505.8
1248,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,107905.9116,431846541.2
1249,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,15489.40164,15727764.48
1250,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,10675.90845,7295499.908
1251,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,17071.05139,17307669.01
1252,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,44375.8946,71175453.3
1253,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,206043.3027,1214912679
1254,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,66953.04318,186420061.9
1255,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,31609.09255,61339997.08
1256,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,68745.56148,249585974.2
1257,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,89532.65625,262477336.8
1258,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,36036.20967,55938549.7
1259,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,45122.86894,47213902.8
1260,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,62226.225,278407688.6
1261,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,26711.31801,47251726.1
1262,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,29720.23506,36120989.92
1263,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,11113.79402,7709600.694
1264,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,16141.79463,13649196.51
1265,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,613199.1465,3043873245
1266,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,164643.4552,1015519726
1267,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,32178.87192,38577105.14
1268,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,79068.41064,291772871.8
1269,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,15539.5744,17934096.62
1270,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,213708.0501,1407506088
1271,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,23617.04432,37547288.48
1272,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,231032.6697,872058294.7
1273,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,27115.71401,46666749.96
1274,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,127457.7161,576412123.2
1275,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,38350.38163,62318279.84
1276,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,34862.75029,65379871.92
1277,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,54562.16085,86631792.3
1278,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,19755.65533,25597813.23
1279,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,159159.0984,818922574.7
1280,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,54415.80612,149858183.6
1281,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,34756.81342,26450646.76
1282,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,41620.83208,101934712.9
1283,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,681467.7296,6467528740
1284,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,35855.96165,18529760.52
1285,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,27815.73112,32966500.76
1286,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,75342.2886,228645027.1
1287,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,38560.24837,37196803.88
1288,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,59286.58944,162358899.7
1289,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,18682.98695,22238952.63
1290,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,17722.93053,17610035.35
1291,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,54189.5427,139082792.4
1292,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,95662.44346,370778677.7
1293,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,18313.40156,12490064.04
1294,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,83459.61794,282926464.3
1295,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,59756.1957,177603371.3
1296,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,173520.1818,723187371.9
1297,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,15785.69661,16174868.43
1298,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,172675.014,729756088.4
1299,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,49529.49347,182161072.1
1300,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,17862.72925,22637208.86
1301,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,303313.1075,1618346857
1302,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,20942.91443,28504688.26
1303,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,58095.12176,140105244.7
1304,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,33967.10712,49731269.44
1305,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,36159.30706,74188877.24
1306,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,36924.46421,89448793.26
1307,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,42282.58492,113091658.8
1308,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,16255.33022,15815352.57
1309,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,31288.03428,41443795.91
1310,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,36266.07252,77966352.65
1311,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,67572.68032,197614039.2
1312,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,30801.92274,62498710.92
1313,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,23145.47591,26883430.88
1314,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,27001.56831,48452296.32
1315,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,156750.5283,1016802951
1316,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,16629.34396,16131684.25
1317,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,47917.8653,80950483.78
1318,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,105954.189,466215985.1
1319,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,32002.46681,58983802.56
1320,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,116041.6585,571975951.2
1321,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,14463.66751,13481435.62
1322,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,10273.03428,6892702.828
1323,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,11299.54563,9585355.249
1324,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,86437.89742,500540934.5
1325,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,11899.93227,7897521.4
1326,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,11983.12122,8573020.471
1327,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,6955.051004,3340732.68
1328,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,841296.9748,7035703044
1329,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,26757.16294,49636196.38
1330,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,8450.936344,4828126.732
1331,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,1282241.002,6977182057
